name,type1,type2,atk,satk,def,sdef,total_stat,phy_0,phy_1,phy_2,phy_3,phy_4,phy_5,phy_6,phy_7,phy_8,phy_9,phy_10,phy_11,phy_12,phy_13,phy_14,phy_15,phy_16,phy_17,sta_0,sta_1,sta_2,sta_3,sta_4,sta_5,sta_6,sta_7,sta_8,sta_9,sta_10,sta_11,sta_12,sta_13,sta_14,sta_15,sta_16,sta_17,spe_0,spe_1,spe_2,spe_3,spe_4,spe_5,spe_6,spe_7,spe_8,spe_9,spe_10,spe_11,spe_12,spe_13,spe_14,spe_15,spe_16,spe_17
hitmonlee,0,-1,120,35,53,110,455,24,21,1,1,3,3,1,0,1,1,0,0,0,0,0,0,5,0,20,3,0,1,0,1,0,1,0,1,1,0,0,3,0,0,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hitmonchan,0,-1,105,35,79,110,455,26,18,0,1,2,3,0,0,1,1,0,1,1,0,1,0,5,0,20,4,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lickitung,-1,-1,55,60,75,75,385,26,10,0,0,6,3,0,1,2,1,1,1,1,1,1,1,4,0,21,0,0,1,0,1,0,2,0,1,1,0,0,2,0,0,0,0,6,0,0,2,1,0,0,1,0,3,7,1,3,1,3,0,0,0
koffing,2,-1,65,60,95,45,340,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,17,0,0,5,0,0,0,4,0,2,1,0,0,1,1,0,3,0,6,0,0,8,0,0,1,1,0,3,0,0,4,2,0,0,1,0
weezing,2,-1,90,85,120,70,490,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,15,0,0,5,0,0,0,3,0,2,1,0,0,1,1,0,3,0,6,0,0,8,0,0,1,1,0,4,0,0,4,1,0,0,1,0
rhyhorn,3,4,85,30,95,30,345,23,5,0,1,8,7,1,0,4,1,1,0,2,0,1,1,4,0,15,0,0,1,2,3,0,2,0,1,1,0,0,2,0,0,0,0,5,0,0,0,4,1,0,0,0,3,0,0,4,0,3,1,0,0
rhydon,3,4,130,45,120,45,485,26,12,0,1,7,7,2,1,4,3,1,0,3,0,3,4,5,0,17,0,0,1,1,3,0,2,1,1,1,0,0,2,0,0,0,0,6,1,0,0,4,2,0,0,0,3,5,0,4,0,3,1,0,0
chansey,-1,-1,5,35,5,105,450,25,9,0,0,3,3,0,0,1,1,0,1,2,1,1,0,2,0,28,0,0,1,0,2,0,1,0,1,2,1,2,11,2,0,1,2,10,1,0,0,2,0,0,1,0,3,4,2,5,4,3,0,0,2
tangela,10,-1,55,100,115,40,435,19,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,18,0,0,2,0,0,1,1,0,1,0,7,0,4,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,7,1,1,0,0,0,0
kangaskhan,-1,-1,95,40,80,80,490,30,13,1,0,4,2,1,1,1,1,1,0,1,0,2,1,7,0,20,0,0,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,7,1,0,0,1,0,0,1,0,3,6,1,4,0,3,0,0,0
horsea,9,-1,40,70,70,25,295,12,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,16,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,7,0,0,1,0,0,1,0,1,0,12,0,0,0,4,4,0,0
seadra,9,-1,65,95,95,45,440,13,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,17,0,0,1,0,0,0,1,0,0,1,0,0,2,2,1,0,0,7,0,0,1,0,0,1,0,1,0,11,0,0,0,4,3,0,0
goldeen,9,-1,67,35,60,50,320,17,0,2,1,1,0,2,0,1,0,4,0,0,0,0,1,2,0,14,0,0,1,1,0,0,1,0,0,4,0,0,2,2,0,0,0,4,0,0,0,2,0,1,0,0,0,8,0,0,1,3,0,0,0
seaking,9,-1,92,65,65,80,450,18,0,2,1,1,0,2,0,1,0,4,0,0,0,0,1,2,0,13,0,0,1,0,0,0,1,0,0,4,0,0,2,1,0,0,0,5,0,0,0,2,0,1,0,0,0,8,0,0,1,3,0,0,0
staryu,9,-1,45,70,55,55,340,13,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,19,0,0,1,0,0,0,2,0,0,1,0,1,8,1,0,0,0,5,0,0,0,0,1,1,0,1,0,8,0,3,3,4,1,0,1
starmie,9,12,75,100,85,85,520,14,0,0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,17,0,0,1,0,0,0,3,0,0,1,0,1,14,1,0,0,0,6,0,0,0,0,2,1,0,1,0,8,1,3,6,3,1,0,1
mr-mime,12,16,45,100,65,120,460,19,9,1,0,0,0,0,0,0,1,0,0,1,1,1,0,5,0,21,1,0,1,0,1,0,3,1,1,1,0,1,21,0,0,4,2,5,1,0,0,1,0,2,1,0,1,0,4,5,9,1,0,0,1
scyther,1,5,110,55,80,80,500,18,5,4,1,0,0,7,0,1,0,0,1,0,1,0,0,6,0,18,2,3,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,7,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
jynx,12,13,50,115,35,95,455,19,9,0,0,0,0,0,1,0,0,0,0,0,3,4,0,3,0,24,0,0,1,0,0,0,2,0,0,1,0,0,15,2,0,4,2,8,1,0,0,1,0,1,1,0,0,3,2,0,8,5,0,0,1
electabuzz,11,-1,83,95,57,85,490,20,12,0,0,0,0,0,0,1,1,0,1,3,0,1,1,3,0,16,2,0,1,0,0,0,1,1,0,1,0,5,4,0,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,11,2,0,0,0,0
magmar,8,-1,95,100,57,85,495,18,12,0,1,0,0,0,0,1,6,0,0,1,0,0,1,4,0,20,1,0,1,0,0,0,2,0,2,0,0,0,3,0,0,1,0,6,1,0,4,2,0,0,0,0,10,0,0,0,2,0,0,0,0
pinsir,5,-1,125,55,100,70,500,26,11,0,0,4,4,3,0,0,0,0,0,0,0,0,1,6,0,15,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tauros,-1,-1,100,40,95,70,490,23,4,0,0,6,3,1,0,3,0,0,1,1,1,0,1,6,0,16,0,0,1,0,1,0,2,0,1,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,3,3,1,4,0,3,0,0,0
magikarp,9,-1,10,15,55,20,200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gyarados,1,9,125,60,79,100,540,19,1,1,0,2,1,0,0,2,1,3,1,0,0,2,3,5,0,15,0,0,1,0,1,0,2,0,1,1,0,1,2,1,2,2,0,6,0,1,0,0,0,0,0,0,3,10,0,3,0,3,4,1,0
lapras,9,13,85,85,80,95,535,15,2,0,0,4,0,1,0,3,0,4,0,0,1,3,1,0,0,21,0,0,1,0,0,0,3,0,0,2,0,0,2,4,2,0,1,8,0,0,0,0,1,1,0,0,0,10,1,4,5,7,3,0,2
ditto,-1,-1,48,48,48,48,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eevee,-1,-1,55,45,50,65,325,19,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,24,1,0,1,1,0,0,1,0,1,1,0,0,3,0,0,1,2,9,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1
vaporeon,9,-1,65,110,60,95,525,20,2,0,0,1,0,0,0,1,0,5,1,0,0,0,0,1,0,21,1,0,2,1,0,0,1,0,1,2,0,0,3,3,0,1,2,9,0,0,0,1,0,1,1,0,0,10,0,0,1,4,0,0,1
jolteon,11,-1,65,110,60,95,525,21,2,0,0,1,0,1,0,1,0,0,1,2,0,0,0,1,0,22,1,0,1,1,0,0,1,1,1,1,0,5,5,0,0,1,2,9,0,0,0,1,0,1,1,0,0,0,0,11,1,0,0,0,1
flareon,8,-1,130,95,60,110,525,21,3,0,0,1,0,0,0,1,4,0,1,0,0,0,0,1,0,23,1,0,1,1,0,0,1,0,2,1,0,0,3,0,0,1,2,9,0,0,1,2,0,0,1,0,10,0,0,1,1,0,0,0,1
porygon,-1,-1,60,85,70,75,395,14,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,17,0,0,1,0,0,0,2,0,1,1,0,4,15,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,1,8,5,3,0,0,0
omanyte,4,9,40,90,100,55,355,16,1,0,0,0,6,0,0,1,0,2,0,0,0,0,0,3,0,15,0,0,2,2,3,0,1,1,0,2,0,0,2,2,0,0,0,4,0,0,0,2,2,0,0,0,0,9,0,0,0,4,0,0,0
omastar,4,9,60,115,125,70,495,19,3,0,0,0,7,1,0,1,0,3,0,0,0,0,0,4,0,14,0,0,2,2,3,0,1,1,0,2,0,0,2,1,0,0,0,4,0,0,0,2,2,0,0,0,0,9,0,0,0,3,0,0,0
kabuto,4,9,80,55,90,45,355,15,1,1,0,1,7,1,0,0,0,3,0,0,0,0,0,2,0,14,0,0,1,1,3,0,2,2,0,1,0,0,2,1,0,1,0,4,0,0,0,3,2,0,0,0,0,8,3,0,0,4,0,0,0
kabutops,4,9,115,65,105,70,495,19,6,1,1,1,7,3,0,0,0,7,0,0,1,0,0,3,0,15,0,0,1,1,3,0,2,2,0,1,0,0,2,1,0,1,0,6,0,0,0,3,2,0,0,0,0,8,3,0,0,3,0,0,0
aerodactyl,1,4,105,60,65,75,515,12,1,6,0,2,6,0,0,3,1,1,0,1,1,1,1,7,0,16,1,3,1,0,4,0,1,0,1,1,0,0,3,0,1,3,0,6,0,2,0,1,2,0,1,0,4,0,0,0,0,0,4,0,0
snorlax,-1,-1,110,65,65,110,540,25,11,0,1,6,4,0,1,4,2,0,2,3,1,1,1,5,0,26,0,0,2,0,1,0,1,0,1,1,0,0,3,0,0,1,1,8,1,0,1,1,0,0,1,0,3,7,1,4,2,3,0,0,0
articuno,1,13,85,95,100,125,580,11,1,8,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,14,1,4,1,0,1,0,1,0,1,1,0,0,4,5,0,0,0,8,0,4,0,1,1,1,1,0,0,3,0,0,1,7,1,0,0
zapdos,1,11,90,125,85,90,580,11,1,10,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,15,1,3,1,0,1,0,1,1,1,1,0,5,4,1,0,0,0,8,0,2,0,1,1,1,1,0,1,0,0,10,0,0,1,0,0
moltres,1,8,100,125,90,85,580,11,1,10,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,14,1,3,1,0,1,0,1,0,2,1,0,0,3,0,0,0,0,8,0,4,0,2,1,0,1,0,10,0,1,0,0,0,1,0,0
dratini,14,-1,64,50,45,50,300,17,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,1,0,14,1,0,1,0,0,0,1,0,1,1,0,1,4,3,2,0,0,6,0,0,0,0,0,0,0,0,4,7,0,4,0,3,5,0,0
dragonair,14,-1,84,70,65,70,420,17,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,1,0,13,1,0,1,0,0,0,1,0,1,1,0,1,4,2,2,0,0,7,0,0,0,0,0,0,0,0,4,7,0,4,0,3,5,0,0
dragonite,1,14,134,100,95,100,600,22,8,5,0,3,3,1,0,3,1,4,0,1,0,2,6,2,0,17,1,3,1,0,1,0,1,0,1,1,0,1,4,4,2,1,0,8,1,3,0,1,0,0,1,0,5,7,0,4,0,3,5,0,0
mewtwo,12,-1,110,154,90,90,680,19,12,1,1,3,3,0,0,1,1,2,1,1,2,2,0,5,0,19,2,0,1,0,1,0,4,0,2,2,0,1,24,2,0,5,0,8,2,1,0,2,2,1,3,0,3,4,3,6,11,3,0,1,0
mew,12,-1,100,100,100,100,600,33,17,9,4,8,6,10,3,9,7,6,8,4,3,6,6,14,1,37,3,4,5,1,3,1,4,2,2,2,3,5,25,4,2,8,2,13,3,3,4,4,3,6,4,2,10,12,9,9,10,4,5,2,5
chikorita,10,-1,49,49,65,65,318,12,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,20,1,0,2,0,0,0,1,0,1,0,7,0,5,0,0,1,1,6,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0
bayleef,10,-1,62,63,80,80,405,13,2,0,0,1,0,1,0,1,0,0,7,0,0,0,0,1,0,20,1,0,2,0,0,0,1,0,1,0,6,0,5,0,0,1,1,5,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0
meganium,10,-1,82,83,100,100,525,16,3,0,0,3,0,1,0,1,0,0,8,0,1,0,2,1,0,20,1,0,2,0,0,0,1,0,1,0,6,0,5,0,0,1,1,7,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0
cyndaquil,8,-1,52,60,43,50,309,16,3,1,0,1,1,0,0,2,5,0,0,1,1,0,0,0,1,18,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,14,0,0,0,1,0,0,0,0
quilava,8,-1,64,80,58,65,405,15,5,1,0,1,1,1,0,2,5,0,0,1,1,0,0,0,1,17,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,0
typhlosion,8,-1,84,109,78,85,534,19,10,1,0,4,3,1,2,3,6,0,0,2,1,0,0,2,1,19,1,0,1,0,0,0,3,0,2,0,0,0,2,0,0,0,0,6,1,0,0,2,0,0,3,0,14,0,1,0,1,0,0,0,0
totodile,9,-1,65,44,64,48,314,19,8,1,0,1,2,0,1,2,0,6,1,0,0,2,2,4,0,16,1,0,1,1,0,0,2,0,0,2,0,0,1,1,1,3,0,6,0,0,0,1,1,0,0,0,0,9,0,0,0,3,0,0,0
croconaw,9,-1,80,59,80,63,405,20,9,1,0,1,2,1,1,2,0,6,1,0,1,2,2,4,0,17,1,0,1,0,0,0,2,0,0,1,0,0,1,1,1,3,0,5,0,0,0,1,1,0,0,0,0,9,0,0,0,3,0,0,0
feraligatr,9,-1,105,79,100,83,530,22,9,1,0,4,2,1,1,2,0,6,1,0,1,3,5,5,0,18,1,0,1,0,0,0,2,0,0,1,0,0,2,1,1,3,0,6,1,0,0,1,1,0,0,0,0,10,0,0,0,3,1,1,0
sentret,-1,-1,46,35,34,45,215,21,5,0,0,1,1,2,1,1,1,1,2,1,0,1,0,6,1,21,1,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,2,8,0,0,0,1,0,0,1,0,1,4,2,4,0,2,0,0,0
furret,-1,-1,76,45,64,55,415,22,6,0,0,1,1,2,1,1,1,1,2,1,1,1,0,5,1,20,1,0,2,0,0,0,1,0,1,1,0,0,4,0,0,1,2,9,1,0,0,1,0,0,1,0,1,4,2,4,0,2,0,0,0
hoothoot,-1,1,30,36,30,56,262,8,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,20,1,5,1,0,0,0,4,0,1,1,0,0,10,1,0,1,0,8,0,3,0,1,0,1,3,0,1,0,0,0,7,0,1,0,1
noctowl,-1,1,50,86,50,96,452,10,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,1,4,1,0,0,0,4,0,1,1,0,0,10,1,0,1,0,9,0,3,0,1,0,1,3,0,1,0,0,0,9,0,1,0,1
ledyba,1,5,20,40,30,80,265,12,7,2,0,1,1,2,0,0,0,0,0,1,0,1,0,3,0,18,0,2,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,5,0,2,0,0,0,4,1,0,0,0,2,0,1,0,0,0,0
ledian,1,5,35,55,50,110,390,12,7,2,0,1,1,2,0,0,0,0,0,1,0,1,0,3,0,16,0,3,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,6,1,2,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0
spinarak,2,5,60,40,40,40,250,9,0,1,3,1,0,9,1,0,0,0,1,0,0,0,0,6,0,15,0,0,3,0,0,4,2,0,1,0,0,0,2,0,0,1,0,5,0,0,4,0,0,4,2,0,0,0,3,1,2,0,0,0,0
ariados,2,5,90,60,70,70,400,10,0,1,3,2,0,9,1,1,0,0,1,0,0,0,0,6,0,17,0,0,4,0,0,4,2,0,1,0,0,0,2,0,0,1,0,5,0,0,4,0,0,4,2,0,0,0,3,1,1,0,0,0,0
crobat,1,2,90,70,80,80,535,8,0,8,2,0,0,3,1,1,0,0,0,0,1,0,0,5,0,13,2,3,2,0,0,0,2,0,1,1,0,0,2,1,0,4,0,6,0,3,2,0,0,0,3,0,1,0,2,0,0,0,1,1,0
chinchou,9,11,38,56,38,56,330,8,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,14,0,0,1,0,0,0,2,0,0,3,0,5,3,2,0,0,0,4,0,0,0,0,0,1,0,0,0,11,0,10,1,3,0,0,1
lanturn,9,11,58,76,58,76,460,9,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,17,0,0,1,0,0,0,2,0,0,3,0,5,3,2,0,0,0,6,0,0,0,0,0,1,0,0,0,11,0,10,1,3,0,0,1
pichu,11,-1,40,35,15,35,205,17,3,0,0,0,1,0,0,1,0,0,1,4,0,0,0,1,1,21,1,0,1,0,0,0,1,0,0,1,0,4,3,0,0,1,2,7,0,0,0,1,0,1,0,0,0,1,1,9,0,0,0,0,1
cleffa,16,-1,25,45,28,55,218,15,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,27,1,0,1,0,0,0,2,0,1,1,1,1,12,0,0,1,3,8,0,0,0,1,0,1,1,0,3,2,3,2,5,1,0,0,4
igglybuff,-1,16,30,40,15,20,210,16,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,3,1,26,1,0,1,0,0,0,2,0,1,1,0,1,7,0,0,1,3,8,0,0,0,1,0,0,1,0,3,1,2,2,2,1,0,0,4
togepi,16,-1,20,40,65,65,245,15,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,30,1,1,1,0,0,0,1,0,1,2,0,1,7,0,0,1,2,8,0,0,0,1,1,1,1,0,4,1,2,2,6,0,0,0,2
togetic,1,16,40,80,85,105,405,16,6,4,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,27,1,3,1,0,0,0,1,0,1,2,0,1,7,0,0,1,2,9,0,1,0,1,1,2,2,0,5,1,3,2,5,0,1,0,3
natu,1,12,50,70,45,45,320,7,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,20,1,3,1,0,0,0,3,0,1,1,0,1,18,1,0,0,0,4,0,2,0,0,0,2,3,0,1,0,3,0,7,0,1,0,1
xatu,1,12,75,95,70,70,470,7,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,19,1,3,1,0,0,0,3,0,1,1,0,1,18,0,0,0,0,5,0,2,0,0,0,2,3,0,1,0,3,0,6,0,1,0,1
mareep,11,-1,40,65,40,45,280,11,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,19,0,0,1,1,0,0,2,0,1,1,2,5,4,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1
flaaffy,11,-1,55,80,55,60,365,14,8,0,0,1,0,0,0,1,1,0,1,2,0,1,0,1,0,18,0,0,1,0,0,0,2,0,1,1,2,5,4,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1
ampharos,11,-1,75,115,85,90,510,16,8,0,0,3,0,0,0,1,1,0,1,3,0,1,3,2,0,19,0,0,1,0,0,0,2,0,1,1,2,7,4,0,1,0,0,7,1,0,0,0,2,1,0,0,0,0,0,10,0,0,1,0,1
bellossom,10,-1,80,90,95,100,490,10,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,23,0,0,3,0,0,1,1,0,1,0,8,0,1,0,0,0,2,7,0,0,4,0,0,2,0,0,0,0,9,0,0,0,0,0,2
marill,9,16,20,20,50,50,250,16,7,1,0,2,1,0,0,2,0,5,1,0,0,2,0,3,1,26,0,0,1,0,0,0,1,0,0,4,0,0,3,2,0,1,2,7,0,0,0,2,0,0,0,0,0,10,1,0,1,3,0,0,4
azumarill,9,16,50,60,80,80,420,16,7,1,0,2,1,0,0,2,0,4,1,0,0,2,0,3,1,17,0,0,1,0,0,0,1,0,0,3,0,0,3,2,0,1,2,8,1,0,0,2,0,0,0,0,0,10,1,0,1,3,0,0,4
sudowoodo,4,-1,100,30,115,65,410,19,12,0,0,6,8,0,0,0,1,0,2,1,0,1,0,5,0,19,0,0,1,1,3,0,1,1,1,0,0,0,3,0,0,3,0,6,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0
politoed,9,-1,75,90,75,100,500,16,9,1,0,3,0,0,0,0,0,3,0,0,0,1,0,3,0,19,1,0,1,0,0,0,1,0,0,1,0,0,3,3,0,0,0,10,1,0,0,3,0,0,0,0,0,9,0,0,1,3,0,0,0
hoppip,1,10,35,35,40,55,250,10,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,21,0,1,2,0,0,1,1,0,1,1,10,0,4,0,0,2,1,4,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,2
skiploom,1,10,45,45,50,65,340,10,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,20,0,1,2,0,0,1,1,0,1,0,7,0,3,0,0,1,1,4,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,2
jumpluff,1,10,55,55,70,95,460,11,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,20,0,1,2,0,0,1,1,0,1,1,7,0,3,0,0,1,1,5,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,2
aipom,-1,-1,70,40,55,55,360,24,11,3,1,1,1,2,2,1,1,0,2,1,0,1,0,8,0,18,2,0,1,1,0,0,3,0,1,1,0,1,3,0,0,5,0,6,0,0,0,2,0,0,1,0,0,2,2,4,1,0,0,0,0
sunkern,10,-1,30,30,30,30,180,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,1,0,0,0,1,0,1,1,6,0,2,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0
sunflora,10,-1,75,105,55,85,425,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,0,1,0,0,0,1,0,1,1,6,0,2,0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,1
yanma,1,5,65,75,45,45,390,11,1,2,0,0,0,6,0,1,0,0,0,0,0,0,0,3,0,17,1,3,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,7,0,3,0,0,1,4,2,0,0,0,2,0,3,0,0,0,0
wooper,3,9,45,25,45,25,210,10,5,0,0,4,4,0,0,1,0,4,1,0,0,2,0,0,0,21,0,0,1,2,2,0,1,0,0,1,0,1,3,4,0,0,0,5,0,0,3,4,1,1,0,0,0,8,0,0,0,3,0,0,0
quagsire,3,9,85,65,85,65,430,14,9,0,0,5,4,0,0,1,0,4,1,0,0,2,0,2,0,18,0,0,2,2,2,0,1,0,0,1,0,1,3,4,0,0,0,5,1,0,3,4,1,1,0,0,0,8,0,0,0,3,0,0,0
espeon,12,-1,65,130,60,95,525,17,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,23,1,0,1,1,0,0,3,0,1,1,0,1,15,0,0,1,2,9,0,0,0,1,1,1,1,0,0,0,2,1,9,0,0,0,3
umbreon,15,-1,65,60,110,130,525,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11,0,25,1,0,1,1,0,0,4,0,1,1,0,1,7,0,0,4,3,9,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,2,1
murkrow,1,15,85,85,42,42,405,10,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,9,0,16,1,5,1,0,0,0,4,0,1,1,0,1,3,1,0,7,0,7,0,4,0,1,0,0,4,0,1,0,0,0,3,1,1,2,0
slowking,9,12,75,100,80,110,490,15,8,0,0,3,2,1,0,1,1,5,0,1,1,2,1,2,0,22,0,0,1,0,0,0,2,1,1,1,0,1,15,3,0,2,0,10,1,0,0,2,1,1,1,0,3,9,1,1,9,3,0,0,0
misdreavus,6,-1,60,85,60,85,435,8,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,22,0,0,1,0,0,0,6,0,2,1,0,1,11,1,0,7,1,9,0,0,0,0,1,0,4,0,1,0,3,5,9,1,0,1,2
unown,12,-1,72,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wobbuffet,12,-1,33,33,58,58,405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
girafarig,-1,12,80,90,65,65,455,16,3,0,0,4,0,0,1,1,0,0,1,0,2,0,0,6,0,21,0,0,1,0,0,0,3,0,1,1,0,1,17,0,0,1,0,10,0,0,0,1,0,1,1,0,0,0,2,5,11,0,0,0,1
pineco,5,-1,65,35,90,35,290,16,4,0,1,5,4,4,0,1,0,0,1,0,0,1,0,1,0,14,0,0,2,1,2,1,1,2,1,1,0,0,5,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0
forretress,5,7,90,60,140,60,465,16,4,0,1,5,5,3,0,5,0,0,1,0,0,1,0,1,0,16,0,0,2,1,3,1,1,3,1,1,0,2,6,0,0,0,0,6,0,0,1,1,0,3,0,3,0,0,2,2,0,0,0,0,0
dunsparce,-1,-1,70,65,70,65,415,19,2,1,2,5,4,3,1,3,0,1,0,1,1,1,3,3,0,19,0,1,2,0,2,0,3,0,1,1,0,1,5,0,0,0,0,9,0,1,0,3,1,0,2,0,3,2,1,5,2,2,0,0,0
gligar,1,3,75,35,105,65,430,16,4,4,5,5,3,6,0,3,1,2,0,1,1,1,2,8,0,15,1,3,2,2,3,0,1,0,1,1,0,0,3,0,0,3,0,6,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0
steelix,3,7,85,55,200,65,510,18,2,0,0,7,7,0,0,5,1,1,0,1,1,1,2,3,0,18,0,0,1,1,3,0,1,2,1,0,0,1,1,0,1,2,0,4,0,0,0,3,2,0,0,2,0,0,0,0,0,0,3,1,0
snubbull,16,-1,80,40,50,40,300,21,11,0,0,4,0,0,1,0,3,0,1,3,1,2,0,7,1,21,2,0,1,0,0,0,2,0,1,1,0,1,2,0,0,3,1,6,0,0,1,1,0,0,1,0,4,1,1,4,0,0,0,1,1
granbull,16,-1,120,60,75,60,450,22,12,0,0,4,3,0,1,1,3,0,1,3,1,2,1,6,1,20,2,0,1,0,0,0,2,0,1,1,0,1,2,0,0,3,1,7,1,0,1,1,0,0,1,0,4,1,1,4,0,0,0,1,1
qwilfish,2,9,95,55,85,55,440,13,2,1,5,0,1,2,1,2,0,6,0,0,0,0,1,4,0,19,0,0,3,1,0,0,3,0,0,1,0,1,2,2,0,1,0,6,0,0,4,1,0,1,2,0,0,10,0,1,0,3,0,0,0
scizor,5,7,130,55,100,80,500,16,6,4,1,1,0,7,0,5,0,0,1,0,1,0,0,7,0,18,1,3,1,0,1,0,1,1,1,1,0,0,3,0,0,0,0,7,1,2,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0
